,STANDARD_VALUE,STANDARD_UNITS,activity_class,SMILES,molecule
825,1584.89,nM,0,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cccc4C(=O)NCc34)c1,CHEMBL185569
826,794.33,nM,1,CS(=O)(=O)NC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CHEMBL1980562
827,1584.89,nM,0,Clc1ccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)cc1Cl,CHEMBL1975900
828,5011.87,nM,0,Nc1c(cnc2c(cnn12)c3ccc4OCOc4c3)c5ccc(NC(=O)Nc6cccc(c6)C(F)(F)F)cc5,CHEMBL1977134
829,5011.87,nM,0,OC(=O)c1ccccc1Nc2ncnc(Nc3ccc(F)cc3)n2,CHEMBL1992231
830,5.01,nM,1,CC1CCN(CC1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N,CHEMBL234085
831,1000.0,nM,1,Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1,CHEMBL1972346
832,158.49,nM,1,Nc1ncc(c2ccncc2)c3scc(c4ccc(NC(=O)Nc5cc(ccc5F)C(F)(F)F)cc4)c13,CHEMBL1970083
833,5011.87,nM,0,FC(F)Sc1ccc(NC(=O)Cc2ccc(cc2)c3cccnc3)cc1,CHEMBL1992581
834,5011.87,nM,0,CCCCNc1nc(N)c(s1)C(=O)c2ccccc2,CHEMBL2007479
835,1584.89,nM,0,NCCNS(=O)(=O)c1cccc(c1)C(=O)Nc2ccc(cc2)C3=NNC(=O)c4ccccc34,CHEMBL2000481
836,5011.87,nM,0,Cc1ccnc(Nc2cc(C)nc(n2)c3ccccc3)c1,CHEMBL1985367
837,1584.89,nM,0,OC(=O)c1cc2c(cncc2s1)c3cccc(F)c3,CHEMBL1974457
838,1584.89,nM,0,COc1cccc(c1)C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2,CHEMBL1982924
839,1584.89,nM,0,CNC(=O)C=Cc1cnc(N)c2c(csc12)c3ccc4sc(C)nc4c3,CHEMBL1968590
840,1584.89,nM,0,C(Nc1nc2ccc(cc2s1)c3ccncc3)c4ccccc4,CHEMBL1983534
841,5011.87,nM,0,COc1cc2ncc3c(N)nc4c(C)c(N)ccc4c3c2cc1OC,CHEMBL235157
842,3162.28,nM,0,Nc1c(ccc2nccnc12)c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3,CHEMBL2004438
843,1584.89,nM,0,CCCCn1c(NC(=O)c2ccc(cc2)C#N)nc3cc(ccc13)N(C)C(=O)C4CCCCC4,CHEMBL484390
844,1584.89,nM,0,CC(C)(C)c1n[nH]c2OC(=C(C#N)C(c3ccccc3F)c12)N,CHEMBL2004447
845,2511.89,nM,1,O=C1NCCc2[nH]c(cc12)c3ccncc3,CHEMBL225519
846,1584.89,nM,0,CCOC(=O)C1=C2SC(=Cc3occc3)C(=O)N2C(=C(C#N)C1c4occc4)N,CHEMBL1999112
847,5011.87,nM,0,CC1=CC(=O)NN=C1c2ccc(NC(=O)Nc3cc(ccc3F)C(F)(F)F)c(Cl)c2,CHEMBL1997892
848,630.96,nM,1,Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#CCN)c1,CHEMBL1965988
849,5011.87,nM,0,CC1=CC(=O)Nc2[nH]nc(c3cccc(c3)C(F)(F)F)c12,CHEMBL1991377
850,630.96,nM,1,Cc1nc(N)sc1c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,CHEMBL482967
851,5011.87,nM,0,Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,CHEMBL278041
852,158.49,nM,1,CC(Nc1cncc(n1)n2cnc3ccc(cc23)C#N)c4ccccc4F,CHEMBL1977138
853,5011.87,nM,0,CC(C)(C)Nc1ncnc2[nH]cc(c3ccccc3)c12,CHEMBL1995211
854,1584.89,nM,0,CCc1nc(c2cccc(C)c2)c(s1)c3ccnc(NC(=O)c4ccccc4)c3,CHEMBL363648
855,1584.89,nM,0,O=C1NCCc2[nH]c(cc12)c3ccnc(c3)c4cnc5ccccc5c4,CHEMBL226403
856,794.33,nM,1,CCCCCCCCCCCCOc1ccc(NC(=N)N)cc1NC(=N)N,CHEMBL1980715
857,5011.87,nM,0,CC(=O)C1=C(C)c2cnc(Nc3ccc(cn3)N4CCNCC4)nc2N(C5CCCC5)C1=O,CHEMBL189963
858,5011.87,nM,0,CC(C)(c1cc(Br)c(O)c(I)c1)c2cc(Br)c(O)c(I)c2,CHEMBL1964382
859,1584.89,nM,0,Cc1nn(c2ccccc2)c3N(O)c4ccc(Cl)cc4C(=O)c13,CHEMBL379835
860,3162.28,nM,0,CN1C(=NC(=C(C1=O)c2ccc3ccccc3c2)c4ccncc4)NCC(N)Cc5ccccc5,CHEMBL1990496
861,1584.89,nM,0,Clc1ccc(cc1)C(=O)Nc2ccc3[nH]ncc3c2,CHEMBL1973808
862,1584.89,nM,0,COc1ccc2c(NC(=O)Nc3cccc(Br)n3)ccnc2c1,CHEMBL1983932
863,1584.89,nM,0,CCOc1nc(cc(N)c1Cl)C(=O)NCc2ccc(cc2)S(=O)(=O)C,CHEMBL377383
864,5011.87,nM,0,FC(F)(F)Oc1ccc(CC(=O)N2CCC3(CC2)NCCc4c3[nH]c5ccccc45)cc1,CHEMBL1996576
865,5011.87,nM,0,CN(C)c1ccc(N)c2ccccc12,CHEMBL1998253
866,2511.89,nM,0,[O-][N+](=O)c1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,CHEMBL50894
867,3981.07,nM,1,O=C(Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3)c5ccc(cc5)C#N,CHEMBL1990162
868,1584.89,nM,0,OCCNc1cc2cc(ccc2cn1)c3cccnc3,CHEMBL1990912
869,1584.89,nM,0,Brc1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,CHEMBL296586
870,1584.89,nM,1,Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#CCCCCCCCCN)c1,CHEMBL1978166
871,1584.89,nM,0,CCCc1cc(on1)c2ccc3[nH]ncc3c2,CHEMBL1682359
872,1584.89,nM,0,Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4ccnc(N)c34)c1,CHEMBL394619
873,1584.89,nM,0,NC(COc1cncc(c1)c2ccc3NC(=O)Cc3c2)Cc4c[nH]c5ccccc45,CHEMBL1967302
874,50.12,nM,1,OC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CHEMBL1986943
875,25118.86,nM,1,Brc1ccc2NNC(=O)c2c1,CHEMBL2001613
876,50.12,nM,1,OC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CHEMBL1986943
877,1258.93,nM,1,Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4ccccc4)cc3)c12,CHEMBL219722
878,1584.89,nM,0,Clc1ccc(CNc2ccc3nnc(c4ccccc4)n3n2)cc1,CHEMBL1381197
879,1584.89,nM,0,COc1ccc(Nc2nccc(NC3=C(NC(C)C(C)(C)C)C(=O)C3=O)n2)cc1OC,CHEMBL1964399
880,1584.89,nM,0,Nc1ncnc2c1sc3ncnc(N)c23,CHEMBL1976090
881,5011.87,nM,0,Clc1cc(cc(NC(=O)c2ccccc2)n1)c3c[nH]c4ncccc34,CHEMBL1993413
882,5011.87,nM,0,COCC#Cc1cccc2c1Cc3c(n[nH]c23)c4cccs4,CHEMBL1985206
883,1995.26,nM,1,CCN(CC)CCNC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,CHEMBL1970290
884,1584.89,nM,0,CC(C)Cn1c(N)nc2c(F)cc(cc12)c3c(nc4sccn34)c5ccc(F)cc5,CHEMBL2004419
885,1584.89,nM,0,Cc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4,CHEMBL1987648
886,3162.28,nM,1,Clc1cccc(Nc2nc(nc(n2)n3cccn3)N4CCOCC4)c1,CHEMBL1940137
887,5011.87,nM,0,FC(F)(F)c1cccc(NC(=O)Nc2ccc(cc2)C3=NNC(=O)C=C3)c1,CHEMBL2007124
888,1584.89,nM,0,Cn1nc(c2C(=O)c3cc(Cl)ccc3N(O)c12)C(F)(F)F,CHEMBL207400
889,5011.87,nM,0,OCCC(NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,CHEMBL1986143
890,1258.93,nM,0,CC1CNCCCN1S(=O)(=O)c2cccc3cncc(C)c23,CHEMBL1082440
891,1584.89,nM,0,Clc1ccc2oc3C(=O)NC=Nc3c2c1,CHEMBL1992323
892,5011.87,nM,0,CCCCC#Cc1ccc(CN2CC(C2)C(=O)O)cc1,CHEMBL1972462
893,5011.87,nM,0,COc1ccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(CC(O)CO)c5)cc1,CHEMBL1965170
894,5011.87,nM,0,OCCn1cc(cn1)c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2,CHEMBL2001019
895,5011.87,nM,0,CCCc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1,CHEMBL1987430
896,1584.89,nM,0,COc1cccc(c1)C(CN)NC(=O)c2ccc(cc2)c3ccncc3,CHEMBL1976240
897,5011.87,nM,0,CC(N)C1CCC(CC1)C(=O)Nc2ccncc2,CHEMBL1994526
898,1584.89,nM,0,Clc1ccc(Cl)c2c3N=CNC(=O)c3sc12,CHEMBL583144
899,5011.87,nM,0,Nc1n[nH]c2c(OCCCn3cccc3)ccc(c4ccc(NC(=O)Nc5cccc(Cl)c5)cc4)c12,CHEMBL1965387
