,STANDARD_VALUE,STANDARD_UNITS,activity_class,SMILES,molecule
614,1584.89,nM,0,CNC(=O)C=Cc1cnc(N)c2c(csc12)c3ccc4OCOc4c3,CHEMBL1993243
615,1584.89,nM,0,Ic1cc2C(=O)Nc3ccccc3Nc2nn1,CHEMBL1977346
616,1584.89,nM,0,COc1cccc(Nc2ncnc3ccccc23)c1,CHEMBL117697
617,501.19,nM,1,O=C1NCCc2[nH]c(cc12)c3ccnc(C=Cc4ccccc4)c3,CHEMBL1997129
618,1584.89,nM,0,Nc1nccc2scc(c3ccc(NC(=O)Nc4ccccc4C(F)(F)F)cc3)c12,CHEMBL1987910
619,1584.89,nM,0,Nc1oc(nn1)c2cc3c(Oc4ccc(Cl)cc4)cncc3s2,CHEMBL1994830
620,3981.07,nM,0,Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,CHEMBL1421
621,5011.87,nM,0,Fc1cccc(NC(=O)Nc2ccc(cc2)c3ccc4cn[nH]c4c3)c1,CHEMBL1969942
622,1584.89,nM,0,Clc1ccc(CNC(=O)Nc2ccc3[nH]ncc3c2)cc1Cl,CHEMBL1981782
623,1584.89,nM,0,Cc1ccc(cc1)C(=O)Nc2c(C#N)sc3ccc(Cl)c(Cl)c23,CHEMBL2006785
624,1584.89,nM,0,Clc1ccc(cc1)C(=O)Nc2ccc3cn[nH]c3c2,CHEMBL1972489
625,1584.89,nM,0,COc1cc(Nc2ncnc3ccc(cc23)c4ccc(CN5CC6C(CO)C6C5)cc4)ccc1Oc7ccccc7,CHEMBL1999749
626,1584.89,nM,0,Nc1ncnc2c1c(cn2C3CCC(CC3)N4CCCC4)c5cccc(OCc6ccccc6)c5,CHEMBL1965910
627,1584.89,nM,0,Cc1ccc(NC(=O)Nc2ccc(cc2)c3csc4ncnc(N)c34)cc1C,CHEMBL2000335
628,125.89,nM,1,Cc1cnc(Nc2cccc(c2)S(=O)(=O)N)nc1Nc3ccc(OCC(=O)N)cc3,CHEMBL1988838
629,1584.89,nM,0,Ic1ccc(Oc2cncc3sc(cc23)C4=NC(=O)ON4)cc1,CHEMBL497151
630,5011.87,nM,0,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,CHEMBL553
631,1584.89,nM,0,O=C1Nc2sc3CCCCc3c2c4nc(nn14)c5ccncc5,CHEMBL1966808
632,1258.93,nM,1,CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(CC=C)N(c5cccc(n5)C(C)(C)O)c4n3)cc2,CHEMBL1976040
633,1584.89,nM,0,CCCC(=O)Nc1n[nH]c2nnc(cc12)c3cccc(F)c3F,CHEMBL1979970
634,1584.89,nM,1,Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cc(ccc4F)C(=O)O)cc3)c12,CHEMBL1993722
635,1000.0,nM,1,NC(=O)c1cc([nH]c1c2ccc(Cl)cc2Cl)c3ccnc(N)n3,CHEMBL1965660
636,1584.89,nM,0,CCN(CC)CC#Cc1ccc2Cc3c(n[nH]c3c2c1)c4ccc(nc4)C#N,CHEMBL2007044
637,1584.89,nM,0,FC(F)(F)c1ccc2C(=O)C3=C(CCCC3=O)Oc2c1,CHEMBL2006493
638,630.96,nM,0,CCCCOc1ncnc2[nH]cc(c3ccccc3)c12,CHEMBL1996817
639,1584.89,nM,0,Nc1ncnc2c1c(I)nn2C3CCC(O)CC3,CHEMBL1996791
640,1584.89,nM,0,FC(F)(F)c1cccc2c(NC(=O)Nc3cccc(n3)N4CCOCC4)ccnc12,CHEMBL1972119
641,1584.89,nM,0,OCC(Cc1ccccc1)NC(=O)c2ccc(cc2F)c3ccncc3,CHEMBL1969755
642,630.96,nM,1,Cc1cc(C)c(C=C2C(=O)Nc3ccccc23)[nH]1,CHEMBL2002702
643,2511.89,nM,1,CCN1CCN(CC1)c2ccc(Nc3ncc(C#N)c(Nc4ccc5[nH]ncc5c4)n3)cc2,CHEMBL1973516
644,5011.87,nM,0,COc1cccc(CNC(=O)c2ccc(cc2)c3ccncc3)c1,CHEMBL2006299
645,1584.89,nM,0,Brc1ccc2[nH]c3c(CC(=O)Nc4cccnc34)c2c1,CHEMBL336961
646,31.62,nM,1,CC1CCN(CC1N(C)c2ncnc3[nH]ccc23)C(=O)CO,CHEMBL1969879
647,25.12,nM,1,CC(=O)NCC(=O)N1C2CCC1c3cc(Nc4ncc(c(NC5CCC5)n4)C(F)(F)F)ccc23,CHEMBL1983111
648,1584.89,nM,0,CSc1ccc2nc3C(=O)NCCc3c(Cl)c2c1,CHEMBL1985074
649,1584.89,nM,0,O=S(=O)(N1CCCNCC1)c2cccc3cnccc23,CHEMBL38380
650,6.31,nM,1,NS(=O)(=O)c1cccc(Nc2ncc(Br)c(Nc3ccc(OCC#N)cc3)n2)c1,CHEMBL1987034
651,3162.28,nM,0,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN5CCCC5,CHEMBL491473
652,1584.89,nM,0,NC(COc1cncc(c1)c2ccc3NC(=O)Oc3c2)Cc4c[nH]c5ccccc45,CHEMBL1987679
653,1584.89,nM,0,COc1ccc(CNC(=O)Nc2ncc(s2)[N+](=O)[O-])cc1,CHEMBL259850
654,3162.28,nM,0,CC(=O)c1cccc(c1)c2cnc3[nH]ccc3c2,CHEMBL2000568
655,251.19,nM,1,CCNC(=O)c1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(F)c4)cc3,CHEMBL1979516
656,5011.87,nM,0,COc1cccc(c1)C(C)NC(=O)c2sc(nc2C)c3ccncc3,CHEMBL1978567
657,5011.87,nM,0,COCCN(C)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,CHEMBL2002660
658,15848.93,nM,0,Nc1cc2nc(cn2cn1)c3ccccc3,CHEMBL1972365
659,1000.0,nM,0,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(cnn4c3N)c5cnn(C)c5)c1,CHEMBL508928
660,3981.07,nM,0,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,CHEMBL1982711
661,1584.89,nM,0,CCc1nccn2c(c3ccnc(NCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F,CHEMBL2001547
662,1584.89,nM,1,CC(C)(C)NC(=O)c1ccc2nc3[nH]c4ccccc4c3nc2c1,CHEMBL1969264
663,1584.89,nM,1,OC(=O)c1ccccc1Nc2ncnc(Nc3cccc(F)c3)n2,CHEMBL1979933
664,1584.89,nM,0,Cc1cc2nnc(SCc3cn4ccccc4n3)n2c5ccccc15,CHEMBL1980704
665,3162.28,nM,1,Nc1cc(cc(Cl)n1)c2c[nH]c3ncccc23,CHEMBL1987448
666,6.31,nM,1,CNS(=O)(=O)c1ccccc1Nc2nc(Nc3cc(OC)c(OC)c(OC)c3)ncc2Cl,CHEMBL1993661
667,5011.87,nM,0,COc1cc(ccc1O)c2ccc3C(=O)Nc4cccc(O)c4Nc3c2,CHEMBL550418
668,1000.0,nM,1,C(c1ccccc1)n2cc(nn2)c3ccc4[nH]ncc4c3,CHEMBL1682345
669,1584.89,nM,0,Fc1ccc(CC2=NNC(=O)C3=C2CCCC3)cc1C(=O)N4CCN(CC4)c5ncccn5,CHEMBL1986530
670,1000.0,nM,1,NC1CCCCC1Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CHEMBL1994438
671,1584.89,nM,0,COc1cc(C(=O)O)c(Cl)cc1NC(=O)Nc2cnc(cn2)C#N,CHEMBL1983006
672,1584.89,nM,0,Nc1ncc(c2cocc2)c3scc(c4ccc(NC(=O)Nc5ccccc5F)cc4)c13,CHEMBL1965570
673,1584.89,nM,0,Cc1oc(nn1)c2cc3c(Oc4ccc(cc4)C(F)(F)F)cncc3s2,CHEMBL1988153
674,199.53,nM,1,COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5,CHEMBL509032
675,1000.0,nM,1,Cc1cccc(NC(=O)Cc2ccc(cc2)c3cccc4[nH]nc(N)c34)c1,CHEMBL1964307
676,1584.89,nM,0,COc1cccc(c1)C(C)NC(=O)c2ccc(c(C)c2)c3ccncc3,CHEMBL1969049
677,5011.87,nM,0,CCc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1,CHEMBL1986756
678,125.89,nM,1,Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cn[nH]c5)c1,CHEMBL1969102
679,1584.89,nM,0,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3c(cccc23)C(F)(F)F)n1,CHEMBL1980142
680,5011.87,nM,0,Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(OCCN4CCOCC4)c5ccccc35)C(C)(C)C,CHEMBL103667
681,31622.78,nM,0,O=C1NNc2cccc(c3ccccc3)c12,CHEMBL1989834
682,1584.89,nM,0,COc1ccc(C=C2C(=O)ON=C2c3ccc(Br)cc3)cc1OC,CHEMBL1991434
683,1258.93,nM,1,Cc1n[nH]c2cnc(cc12)c3cncc(OCC(N)Cc4cccc(c4)C(F)(F)F)c3,CHEMBL1998159
684,100000.0,nM,1,OCc1cc(on1)c2ccc3[nH]ncc3c2,CHEMBL1974617
685,1584.89,nM,0,Fc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,CHEMBL316264
686,630.96,nM,1,Nc1n[nH]c2cc(ccc12)c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3,CHEMBL1997623
687,630.96,nM,1,CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,CHEMBL1988141
688,1584.89,nM,0,Cc1cc(C)cc(NC(=O)Nc2ccc(cc2)c3c(C)sc4ncnc(N)c34)c1,CHEMBL371206
689,1584.89,nM,0,Cc1ccc(NC(=O)Nc2ccc(cc2)c3cccc4C(=O)NCc34)cc1C,CHEMBL184847
690,1584.89,nM,0,Nc1ncnc2scc(c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)c12,CHEMBL1998585
691,3162.28,nM,1,CCc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc4[nH]ccc14,CHEMBL2004118
692,1584.89,nM,0,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cccc(c3)C(=O)N)c1,CHEMBL1971141
693,1258.93,nM,1,CN(Cc1cc(Cl)c(O)c2ncccc12)C3CCCCC3,CHEMBL1982413
694,1584.89,nM,0,Cc1cc(C)cc(NC(=O)Nc2ccc(cc2)c3cccc4sncc34)c1,CHEMBL1992242
695,5011.87,nM,0,Cc1ccc(C)c(NC(=O)c2cc(nc3ccccc23)c4occc4)c1,CHEMBL1984296
696,5011.87,nM,0,Nc1ncnc2c1c(cn2C3CCCC3)C#C,CHEMBL1993877
697,5011.87,nM,0,ON=C(c1nc2ccccc2[nH]1)c3nc4ccccc4[nH]3,CHEMBL546797
698,1584.89,nM,0,COc1nccc(n1)c2c(ncn2C3CCC(O)CC3)c4ccc(F)cc4,CHEMBL256835
699,2511.89,nM,1,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1,CHEMBL101311
700,5011.87,nM,0,NC(COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45,CHEMBL1981133
701,5011.87,nM,0,Nc1ncnc2c1c(cn2C3CCOC3)c4ccc(Oc5ccc(CO)cc5)cc4,CHEMBL1976376
702,1584.89,nM,0,Cc1nccn2c(c3ccnc(NCC(C)(C)C(=O)O)n3)c(nc12)c4ccc(F)cc4F,CHEMBL1971149
703,5011.87,nM,0,Cc1ccc(cc1)c2cc3nc(Br)cnc3[nH]2,CHEMBL1965169
704,5011.87,nM,0,Cc1ccc(NCc2ccc(nc2)c3ccc(F)cc3)cc1,CHEMBL1986899
705,5011.87,nM,1,COc1cc(ccc1NC(=O)c2cc3ccccc3n2C)c4csc5c(C=CC(=O)NCCN(C)C)cnc(N)c45,CHEMBL1989267
706,1584.89,nM,0,COc1ccc(NC(=O)Nc2ccc(cc2)c3cccc4onc(N)c34)cc1Cl,CHEMBL272453
707,1584.89,nM,0,NCC(O)C(O)Cn1cc(I)c2c(N)ncnc12,CHEMBL1975534
708,1584.89,nM,0,Cc1cccc(NC(=O)Nc2ccc(cc2)c3coc4ncnc(N)c34)c1,CHEMBL1983963
709,1584.89,nM,0,CCOc1nc(cc(N)c1C#N)C(=O)NCc2ccc(cc2)S(=O)(=O)N,CHEMBL2004355
710,1000.0,nM,1,CC(C)CNC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CHEMBL2006456
711,1584.89,nM,0,COc1cc(Nc2nccc(Nc3onc(c3)C4CCCCC4)n2)cc(OC)c1OC,CHEMBL1984711
712,5011.87,nM,0,Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4,CHEMBL1970317
713,1995.26,nM,1,CC(C)Cc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc4[nH]ccc14,CHEMBL1980763
714,1584.89,nM,0,Cn1cc(C=C2C(=O)Nc3cccnc23)c4ccccc14,CHEMBL1516890
715,1584.89,nM,0,CCOc1nc(NC(=O)Cc2cc(OC)c(cc2OC)S(=O)(=O)C)cc(N)c1C#N,CHEMBL210963
716,3981.07,nM,0,Clc1ccc(Nc2nnc(Cc3ccncc3)c4ccccc24)cc1,CHEMBL101253
717,1584.89,nM,0,CC(=O)N1CCC(CC1)Nc2nccc(n2)c3c(nc4occn34)c5ccc(F)cc5,CHEMBL1986781
718,19.95,nM,1,OC(=O)c1ccccc1Nc2ccnc(Nc3ccc4[nH]ncc4c3)n2,CHEMBL396523
719,1584.89,nM,0,NC(COc1cncc(C=Cc2ccncc2)c1)Cc3c[nH]c4ccccc34,CHEMBL1974935
720,1584.89,nM,0,CN(C)c1ccc(CNC(=O)c2cc3c(n[nH]c3s2)c4ccccc4)cc1,CHEMBL1984367
721,1584.89,nM,0,OC(C(=O)NNC(=S)Nc1ccc(Cl)cc1)(c2ccccc2)c3ccccc3,CHEMBL1966722
722,5011.87,nM,0,COc1ccc2c(c1)c(cn2C)c3cc4nccnc4[nH]3,CHEMBL1233887
723,1584.89,nM,0,Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C,CHEMBL306380
724,5011.87,nM,0,O=C1Nc2ccccc2C1=Cc3c[nH]c4ccccc34,CHEMBL1986590
725,1584.89,nM,0,O=C(NCc1ccccc1)c2cccc(c2)c3cnc4[nH]ccc4c3,CHEMBL1972142
726,1584.89,nM,0,CCc1cccc(NC(=O)Nc2ccc3c(CCc4sc5ncnc(N)c5c34)c2)c1,CHEMBL1968406
727,1584.89,nM,0,NC(COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3cccc(Cl)c3)Cc4c[nH]c5ccccc45,CHEMBL1973348
728,63.1,nM,1,CNC(=O)NC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CHEMBL2005509
729,5011.87,nM,0,CCN(CC)CCNc1ccc(O)c2ccccc12,CHEMBL576113
730,5011.87,nM,0,COc1ccc2c(c1)c(cn2C)c3cc4nc(Br)cnc4[nH]3,CHEMBL2005478
731,1584.89,nM,0,Cc1cccc(NC(=O)Nc2ccc(cc2C)c3cccc4C(=O)NCc34)c1,CHEMBL183844
732,5011.87,nM,0,CC(C)N(CCCN)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,CHEMBL1994318
733,199.53,nM,1,O=C(Nc1cc2C(=O)NN=Cc3c[nH]c(c1)c23)C4CC4c5ccccc5,CHEMBL1969502
734,1584.89,nM,0,COc1cccc(CNC(=O)c2cc3c(n[nH]c3s2)c4ccccc4)c1,CHEMBL1987009
735,316.23,nM,1,CNC(=O)COc1ccc(Nc2nc(Nc3ccc(C)c(c3)S(=O)(=O)N)ncc2F)cc1,CHEMBL1978099
736,1584.89,nM,0,N#Cc1ccc(cn1)c2n[nH]c3c2Cc4ccc(OCCN5CCOCC5)cc34,CHEMBL249282
737,501.19,nM,1,CN1CCN(CC1)c2ccc(cn2)c3cnc4NCCN(Cc5cc(Cl)ccc5C(F)(F)F)c4c3,CHEMBL1164180
738,1584.89,nM,0,CN1C(=O)C(=Cc2cnc(NC3CCOCC3)nc12)Oc4ccc(F)cc4F,CHEMBL1230122
739,1584.89,nM,0,O=C1NC(=CC(=N1)c2ccc3[nH]ncc3c2)c4ccccc4,CHEMBL526133
740,3981.07,nM,1,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)C(=O)NCCCN(C)C,CHEMBL1996702
741,1584.89,nM,0,Cc1cc(O)ccc1N2C=C(C(=O)N)C(=O)c3ccc(cc23)c4ccncc4,CHEMBL340921
742,1584.89,nM,0,NC(=O)c1cc2c(cncc2s1)c3cc(cc(c3)C(F)(F)F)C(F)(F)F,CHEMBL2002322
743,5011.87,nM,0,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCC(=O)O)cc4,CHEMBL2005699
744,1584.89,nM,0,Clc1ccc(CNC(=O)c2cc3c(n[nH]c3s2)c4ccccc4)cc1,CHEMBL1967094
745,5011.87,nM,0,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCCCO,CHEMBL1994977
746,1584.89,nM,0,OCCCn1cnc(c2ccc(F)cc2)c1c3ccncc3,CHEMBL2004871
747,1584.89,nM,0,Cc1cccc(NC(=O)Nc2ccc3c(CCc4sc5ncnc(N)c5c34)c2)c1,CHEMBL1242373
748,199.53,nM,1,OC1CCC(CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,CHEMBL1991674
749,1584.89,nM,0,Clc1csc2ncnc(Nc3ccccc3)c12,CHEMBL1986139
750,1584.89,nM,0,O=C1NCc2c1cccc2c3ccc(Nc4nc5ccccc5[nH]4)cc3,CHEMBL1979057
751,1584.89,nM,0,Nc1ncnc2c1c(I)nn2C3OC(CO)C(O)C3O,CHEMBL2001288
752,15848.93,nM,0,Nc1nccc2cnc(c3ccccc3)n12,CHEMBL1969156
753,125.89,nM,1,Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(C)c5)c1,CHEMBL1967116
754,199.53,nM,1,CN(C)CC1=C(O)C2=NC(=CC(=O)N2C=C1)C,CHEMBL1988581
755,1584.89,nM,0,Cc1n[nH]c2ccc(cc12)c3cncc(OCC(N)Cc4cccc(OC(F)(F)F)c4)c3,CHEMBL1965836
756,1584.89,nM,0,OCCNc1cc2cc(ccc2cn1)c3ccsc3,CHEMBL1973860
757,1584.89,nM,0,NC(COCc1ccccc1)COc2cncc(C=Cc3ccncc3)c2,CHEMBL1993781
758,1584.89,nM,0,CCCC(=O)Nc1n[nH]c2nc3ccccc3cc12,CHEMBL1967564
759,1584.89,nM,0,Cc1n[nH]c2ccc(cc12)c3cncc(OCC(CN)Cc4ccccc4)c3,CHEMBL2000271
760,1584.89,nM,0,CC(C)(CO)c1nnc2ccc(nn12)c3c(nc4CCCn34)c5ccc(F)cc5F,CHEMBL1996587
761,1584.89,nM,0,Oc1cccc(Nc2ncnc3scc(Cl)c23)c1,CHEMBL1982992
762,1258.93,nM,1,O=C1NC(=O)C(=C1c2c[nH]c3ccccc23)c4nc(nc5ccccc45)N6CCNCC6,CHEMBL1996510
763,1000.0,nM,1,NCCn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16,CHEMBL590109
764,1584.89,nM,0,COc1nccc(n1)c2c(ncn2C3CCNCC3)c4ccc(F)cc4,CHEMBL95692
765,79.43,nM,1,COc1cc2Nc3n[nH]c(C)c3N=C(c4ccccc4Cl)c2cc1F,CHEMBL1980391
766,251.19,nM,1,CNC(=O)C=Cc1cnc(N)c2c(csc12)c3cc(F)c4[nH]c(C)cc4c3,CHEMBL2006778
767,1584.89,nM,0,COc1cc(ccc1OCC(O)CO)c2ccc3C(=O)Nc4cc(CCOc5ccc(cc5)N6CCOCC6)ccc4Nc3c2,CHEMBL1981045
768,1584.89,nM,0,CN(C)CCCC(=O)Nc1n[nH]c2nnc(cc12)c3cccc(F)c3F,CHEMBL41783
769,5011.87,nM,0,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN5CCOCC5,CHEMBL202721
770,1584.89,nM,0,OCCOc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N,CHEMBL413779
771,1584.89,nM,0,CC(=O)Nc1c(sc2ccc(Cl)c(Cl)c12)C(=O)N,CHEMBL1973142
772,3981.07,nM,0,Cc1ccc(Nc2nc3ccc(cc3[nH]2)[N+](=O)[O-])nc1,CHEMBL1992937
773,10000.0,nM,1,Clc1cccc2C(=O)NC=Nc12,CHEMBL1949855
774,630.96,nM,1,Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4ncnc(N)c34)c1,CHEMBL196363
775,316.23,nM,1,CC(C)Cc1cc(on1)c2ccc3[nH]nc(N)c3c2,CHEMBL1966343
776,5011.87,nM,1,CC(C)CC(NC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C)C(=O)N,CHEMBL1965469
777,1584.89,nM,0,CSc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,CHEMBL17370
778,1584.89,nM,0,Fc1ccc(cc1)c2ncn(CCN3CCOCC3)c2c4ccc5[nH]ncc5c4,CHEMBL1682558
779,1584.89,nM,0,NC(COc1cc(C=Cc2ccncc2)cnc1Cl)Cc3c[nH]c4ccccc34,CHEMBL1968245
780,3981.07,nM,1,O=C1Nc2ccccc2C1=Cc3ccc[nH]3,CHEMBL1996176
781,501.19,nM,1,Brc1cnc2[nH]cc(c3ccccc3)c2c1,CHEMBL1992634
782,630.96,nM,1,CC(Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,CHEMBL1825138
783,5011.87,nM,0,NC(=O)c1cc2c(cnc(N)c2s1)c3ccc(Nc4oc5ccccc5n4)cc3,CHEMBL1993904
784,1584.89,nM,0,Brc1ccc(CNC(=O)Nc2ccc3[nH]ncc3c2)cc1,CHEMBL1970709
785,19.95,nM,1,NS(=O)(=O)c1cccc(Nc2ncc3ccn(c4ccccc4)c3n2)c1,CHEMBL1988163
786,199.53,nM,1,CS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(N)c3c2,CHEMBL2004892
787,1584.89,nM,0,OCCCOc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N,CHEMBL373598
788,15848.93,nM,0,C1Cc2sccc2c3[nH]ncc13,CHEMBL2001539
789,1584.89,nM,0,CCN1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,CHEMBL1967560
790,3981.07,nM,0,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc23)c1C,CHEMBL1990885
791,1584.89,nM,0,CC(Nc1nccc(n1)c2c(nc3occn23)c4ccc(F)cc4)c5ccccc5,CHEMBL1990288
792,63.1,nM,1,OC1CCN(CC1)c2ncnc3[nH]cc(c4ccccc4)c23,CHEMBL1973395
793,1258.93,nM,1,Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3,CHEMBL1682346
794,5011.87,nM,0,[2H]C([2H])([2H])Oc1cccc(c1)C(C)NC(=O)c2sc(nc2C)c3ccncc3,CHEMBL1998110
795,316.23,nM,1,CCNc1nc(C)c(s1)c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)C)n2,CHEMBL1983715
796,31622.78,nM,1,Nc1n[nH]c2ncc(Br)cc12,CHEMBL2002105
797,1995.26,nM,1,COc1cccc(OC)c1CNc2nc(NC3CCCCC3)nc4ccc(Cl)cc24,CHEMBL1996646
798,5011.87,nM,0,CCOCC(C)Oc1cccc2[nH]nc(N)c12,CHEMBL2002736
799,2511.89,nM,0,CS(=O)(=O)N(Cc1ccc2NC(=O)c3cccn3c2c1)C4CC4,CHEMBL1978448
800,1258.93,nM,1,COc1cccc(c1)C(C)NC(=O)c2cc(C)c(s2)c3ccc4[nH]nc(C)c4c3,CHEMBL1997534
801,5011.87,nM,0,CCN1CCN(CC1)c2ccc(Nc3ncc(C#N)c(Nc4ccc5[nH]ncc5c4)n3)cc2,CHEMBL1973516
802,5011.87,nM,0,Nc1ncc(c2cnn(CCO)c2)c3scc(c4ccc(NC(=O)Nc5cccc(F)c5)cc4)c13,CHEMBL1980297
803,158.49,nM,1,NC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CHEMBL1973720
804,1584.89,nM,0,Cc1ccc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4,CHEMBL1988075
805,1000.0,nM,1,Cc1cccc(Nc2nc(NC3CCCCC3N)cnc2C(=O)N)c1,CHEMBL1974328
806,1584.89,nM,0,NC(=O)c1cccc2[nH]c(nc12)c3ccncc3,CHEMBL1990482
807,1584.89,nM,0,CN(C)C(=O)Nc1ccc2nc(c3occc3)c(nc2c1)c4occc4,CHEMBL1986328
808,1584.89,nM,0,OC(=O)c1c2CCC(=C3CCCC3)c2nc4ccccc14,CHEMBL1996831
809,1584.89,nM,0,COc1cc2cnc3C(=O)NC(=O)c3c2cc1OC,CHEMBL1982506
810,1584.89,nM,0,Cc1ccc(c2ccc(NC(=O)Nc3cccc(Br)c3)cc2)c4c(N)n[nH]c14,CHEMBL1973937
811,5011.87,nM,0,N#Cc1ccc(cc1NCc2ccccc2)c3ccncc3,CHEMBL1967992
812,1584.89,nM,0,OCC(Cc1ccc(Cl)cc1)NC(=O)c2ccc(cc2)c3ccncc3,CHEMBL1996931
813,1584.89,nM,0,CN(C(=O)C1CCCCC1)c2ccc3c(c2)nc(NC(=O)c4ccc(cc4)C#N)n3C,CHEMBL519697
814,5011.87,nM,0,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4cccc(OCC(=O)O)c4,CHEMBL1964902
815,501.19,nM,1,OCCCNc1ncnc2[nH]cc(c3ccccc3)c12,CHEMBL2000071
816,1584.89,nM,0,Cc1ccc(cc1)C(=O)Nc2c(sc3ccc(Cl)c(Cl)c23)C(=O)N,CHEMBL1965131
817,1584.89,nM,1,NC(=O)c1cc2c(cncc2s1)c3cccc(F)c3,CHEMBL1971017
818,501.19,nM,1,CN1CCN(CC1)c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC6CCOCC6)c2,CHEMBL1983268
819,199.53,nM,1,Cc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccc(F)cc5,CHEMBL1972339
820,1584.89,nM,0,COCCOCC#Cc1cc(cs1)c2n[nH]c3c4ccc(CN5CCN(C)CC5)cc4C(=O)c23,CHEMBL387971
821,1584.89,nM,0,OCC(NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,CHEMBL1974288
822,1584.89,nM,0,NC(COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3F)Cc4c[nH]c5ccccc45,CHEMBL1994361
823,5011.87,nM,0,NC(=O)c1cc2c(cncc2s1)c3ccc(Br)cc3,CHEMBL1978195
824,1584.89,nM,0,CC(=O)Nc1cc(N)c(C#N)c(n1)c2ccsc2,CHEMBL2006567
